task_id,error_mode,recipe_label,traceback_tail,used,gen_latency_ms,pytest_ms,seed
HumanEval/155,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7066,0,42
HumanEval/0,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7073,0,42
HumanEval/63,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7177,0,42
HumanEval/84,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7178,0,42
HumanEval/42,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7276,0,42
HumanEval/16,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,6024,0,42
HumanEval/76,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7068,0,42
HumanEval/3,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,5462,0,42
HumanEval/83,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7231,0,42
HumanEval/131,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,5719,0,42
HumanEval/43,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,5344,0,42
HumanEval/64,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,4525,0,42
HumanEval/139,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,5800,0,42
HumanEval/24,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,3288,0,42
HumanEval/154,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,5981,0,42
HumanEval/151,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,4258,0,42
HumanEval/9,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,6329,0,42
HumanEval/15,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,4621,0,42
HumanEval/72,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7144,0,42
HumanEval/77,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,6099,0,42
HumanEval/49,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7230,0,42
HumanEval/5,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,5847,0,42
HumanEval/93,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7124,0,42
HumanEval/46,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7127,0,42
HumanEval/36,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7025,0,42
HumanEval/6,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,4896,0,42
HumanEval/163,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7229,0,42
HumanEval/60,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,5859,0,42
HumanEval/58,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7255,0,42
HumanEval/149,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7142,0,42
HumanEval/25,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7227,0,42
HumanEval/27,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,3934,0,42
HumanEval/29,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,2951,0,42
HumanEval/48,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,3054,0,42
HumanEval/96,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7168,0,42
HumanEval/61,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,5053,0,42
HumanEval/52,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,4557,0,42
HumanEval/104,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7175,0,42
HumanEval/101,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,5598,0,42
HumanEval/88,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7250,0,42
HumanEval/30,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,1011,0,42
HumanEval/80,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,6644,0,42
HumanEval/14,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,4220,0,42
HumanEval/129,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7194,0,42
HumanEval/114,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,5245,0,42
HumanEval/150,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7102,0,42
HumanEval/73,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7243,0,42
HumanEval/12,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,3642,0,42
HumanEval/118,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,5091,0,42
HumanEval/66,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7253,0,42
HumanEval/120,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7285,0,42
HumanEval/11,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,4775,0,42
HumanEval/141,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,6861,0,42
HumanEval/44,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7139,0,42
HumanEval/87,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7290,0,42
HumanEval/162,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,3060,0,42
HumanEval/130,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7276,0,42
HumanEval/116,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7231,0,42
HumanEval/62,type_cast_trap,TYPE_CAST,"RunnerException: TypeError: data must be str, not tuple",1,7318,0,42
HumanEval/129,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7069,0,42
HumanEval/132,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,4093,0,42
HumanEval/19,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,4542,0,42
HumanEval/66,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,6555,0,42
HumanEval/101,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,5814,0,42
HumanEval/124,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7075,0,42
HumanEval/145,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,5983,0,42
HumanEval/54,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7115,0,42
HumanEval/44,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,4440,0,42
HumanEval/58,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7090,0,42
HumanEval/112,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7123,0,42
HumanEval/6,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,5768,0,42
HumanEval/53,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,3139,0,42
HumanEval/136,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7218,0,42
HumanEval/81,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7260,0,42
HumanEval/122,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7190,0,42
HumanEval/51,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,5380,0,42
HumanEval/107,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7053,0,42
HumanEval/148,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7056,0,42
HumanEval/75,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,6861,0,42
HumanEval/26,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,3365,0,42
HumanEval/150,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7124,0,42
HumanEval/10,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7075,0,42
HumanEval/76,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7048,0,42
HumanEval/120,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7034,0,42
HumanEval/128,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,6965,0,42
HumanEval/4,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,4874,0,42
HumanEval/56,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,3924,0,42
HumanEval/106,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,6947,0,42
HumanEval/146,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,5339,0,42
HumanEval/125,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7212,0,42
HumanEval/119,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7309,0,42
HumanEval/49,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7162,0,42
HumanEval/138,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,6297,0,42
HumanEval/84,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,6979,0,42
HumanEval/143,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7018,0,42
HumanEval/57,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,5131,0,42
HumanEval/68,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7157,0,42
HumanEval/30,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,3704,0,42
HumanEval/47,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,4846,0,42
HumanEval/28,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,1728,0,42
HumanEval/5,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,3580,0,42
HumanEval/161,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,6667,0,42
HumanEval/94,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7185,0,42
HumanEval/61,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7175,0,42
HumanEval/50,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,5924,0,42
HumanEval/137,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7014,0,42
HumanEval/45,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,5559,0,42
HumanEval/163,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7227,0,42
HumanEval/27,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,1494,0,42
HumanEval/147,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7216,0,42
HumanEval/42,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,3526,0,42
HumanEval/60,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,3206,0,42
HumanEval/86,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,5315,0,42
HumanEval/141,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7301,0,42
HumanEval/133,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7132,0,42
HumanEval/16,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,4768,0,42
HumanEval/69,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,4296,0,42
HumanEval/96,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,6944,0,42
HumanEval/15,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,4121,0,42
HumanEval/140,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,4167,0,42
HumanEval/130,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7114,0,42
HumanEval/9,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,4408,0,42
HumanEval/92,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,5947,0,42
HumanEval/62,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,4216,0,42
HumanEval/55,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,1527,0,42
HumanEval/63,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7252,0,42
HumanEval/22,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,2954,0,42
HumanEval/123,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7151,0,42
HumanEval/97,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,4886,0,42
HumanEval/105,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7116,0,42
HumanEval/64,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7175,0,42
HumanEval/134,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,6692,0,42
HumanEval/40,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7114,0,42
HumanEval/117,rename_function,SIGNATURE,"RunnerException: TypeError: data must be str, not tuple",1,7070,0,42
HumanEval/162,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,2903,0,42
HumanEval/33,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,6926,0,42
HumanEval/153,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7067,0,42
HumanEval/51,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7211,0,42
HumanEval/138,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7124,0,42
HumanEval/81,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7145,0,42
HumanEval/97,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,4714,0,42
HumanEval/1,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,4301,0,42
HumanEval/24,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,4667,0,42
HumanEval/28,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,1746,0,42
HumanEval/31,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,5561,0,42
HumanEval/59,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7076,0,42
HumanEval/66,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7099,0,42
HumanEval/37,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7168,0,42
HumanEval/93,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,6038,0,42
HumanEval/134,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7153,0,42
HumanEval/64,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,3980,0,42
HumanEval/132,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,5935,0,42
HumanEval/150,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7155,0,42
HumanEval/42,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7152,0,42
HumanEval/160,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7294,0,42
HumanEval/157,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7209,0,42
HumanEval/48,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,4967,0,42
HumanEval/125,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7004,0,42
HumanEval/161,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,4967,0,42
HumanEval/156,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7087,0,42
HumanEval/84,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,6379,0,42
HumanEval/4,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7091,0,42
HumanEval/5,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,6763,0,42
HumanEval/77,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,5848,0,42
HumanEval/73,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7225,0,42
HumanEval/163,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7355,0,42
HumanEval/96,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7191,0,42
HumanEval/99,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7120,0,42
HumanEval/147,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7191,0,42
HumanEval/158,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7187,0,42
HumanEval/112,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7114,0,42
HumanEval/136,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,6018,0,42
HumanEval/57,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7287,0,42
HumanEval/36,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7081,0,42
HumanEval/94,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7314,0,42
HumanEval/34,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,2785,0,42
HumanEval/39,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7150,0,42
HumanEval/75,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,5720,0,42
HumanEval/27,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,1912,0,42
HumanEval/38,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7173,0,42
HumanEval/106,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7125,0,42
HumanEval/67,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7214,0,42
HumanEval/122,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,4741,0,42
HumanEval/101,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,6097,0,42
HumanEval/17,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7203,0,42
HumanEval/9,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,6616,0,42
HumanEval/123,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7212,0,42
HumanEval/46,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7185,0,42
HumanEval/82,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7243,0,42
HumanEval/40,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,6409,0,42
HumanEval/108,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,6095,0,42
HumanEval/22,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,4372,0,42
HumanEval/124,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7159,0,42
HumanEval/139,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,4161,0,42
HumanEval/69,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7243,0,42
HumanEval/143,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7018,0,42
HumanEval/60,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,5029,0,42
HumanEval/89,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7221,0,42
HumanEval/25,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,4921,0,42
HumanEval/118,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,3571,0,42
HumanEval/144,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,5799,0,42
HumanEval/72,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7149,0,42
HumanEval/83,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,4955,0,42
HumanEval/141,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7241,0,42
HumanEval/62,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,1395,0,42
HumanEval/80,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7186,0,42
HumanEval/95,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,6742,0,42
HumanEval/86,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,7230,0,42
HumanEval/23,remove_docstring,DOCSTRING,"RunnerException: TypeError: data must be str, not tuple",1,2921,0,42
