task_id,variant,model,pass,intentional_error,error_mode,rubric_dims,rubric_mean_w,rubric_count,fail_reason,gen_latency_ms,pytest_ms,seed,timestamp
HumanEval/24,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'correctness', 'comments', 'correctness', 'correctness', 'comments', 'efficiency', 'robustness', 'docstring', 'security', 'docstring', 'comments', 'docstring']",0.543,13,1 failed in 0.04s,1102,1102,42,2025-12-01 08:55:59
HumanEval/25,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'correctness', 'readability', 'correctness', 'correctness', 'edge_cases', 'efficiency', 'robustness', 'efficiency', 'security', 'docstring', 'comments', 'comments']",0.639,13,1 failed in 0.04s,1102,1102,42,2025-12-01 08:56:11
HumanEval/26,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,1,force_print_return,"['correctness', 'edge_cases', 'correctness', 'correctness', 'readability', 'edge_cases', 'efficiency', 'type_hints', 'docstring', 'robustness', 'docstring', 'comments', 'type_hints']",0.532,13,,1102,1102,42,2025-12-01 08:56:20
HumanEval/27,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'edge_cases', 'correctness', 'correctness', 'correctness', 'correctness', 'efficiency', 'type_hints', 'security', 'security', 'docstring', 'comments', 'comments']",0.618,13,1 error in 0.15s,1202,1202,42,2025-12-01 08:56:28
HumanEval/28,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,1,drop_edge_cases,"['correctness', 'correctness', 'correctness', 'correctness', 'edge_cases', 'edge_cases', 'efficiency', 'security', 'efficiency', 'efficiency', 'docstring', 'comments', 'docstring']",0.614,13,,1102,1102,42,2025-12-01 08:56:34
HumanEval/29,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,1,remove_docstring,"['correctness', 'correctness', 'correctness', 'readability', 'correctness', 'edge_cases', 'efficiency', 'robustness', 'efficiency', 'type_hints', 'docstring', 'comments', 'type_hints']",0.577,13,,1102,1102,42,2025-12-01 08:56:41
HumanEval/3,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,1,no_return,"['correctness', 'edge_cases', 'correctness', 'readability', 'correctness', 'edge_cases', 'efficiency', 'robustness', 'efficiency', 'type_hints', 'docstring', 'comments', 'docstring']",0.612,13,,1102,1101,42,2025-12-01 08:56:50
HumanEval/30,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,0,none,"['correctness', 'correctness', 'readability', 'correctness', 'correctness', 'correctness', 'efficiency', 'robustness', 'docstring', 'security', 'docstring', 'comments', 'comments']",0.609,13,,1102,1101,42,2025-12-01 08:56:59
HumanEval/31,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,0,none,"['correctness', 'correctness', 'correctness', 'edge_cases', 'edge_cases', 'correctness', 'efficiency', 'robustness', 'security', 'docstring', 'docstring', 'docstring', 'comments']",0.64,13,,1102,1102,42,2025-12-01 08:57:11
HumanEval/32,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'correctness', 'comments', 'readability', 'edge_cases', 'correctness', 'efficiency', 'robustness', 'security', 'type_hints', 'docstring', 'comments', 'docstring']",0.553,13,1 error in 0.11s,1202,1201,42,2025-12-01 08:57:25
HumanEval/33,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,1,force_print_return,"['correctness', 'correctness', 'edge_cases', 'correctness', 'edge_cases', 'comments', 'efficiency', 'type_hints', 'efficiency', 'efficiency', 'docstring', 'comments', 'docstring']",0.541,13,1 error in 0.16s,1202,1202,42,2025-12-01 08:57:34
HumanEval/34,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,1,rename_function,"['correctness', 'correctness', 'correctness', 'readability', 'readability', 'edge_cases', 'efficiency', 'robustness', 'robustness', 'robustness', 'docstring', 'comments', 'type_hints']",0.562,13,,1102,1101,42,2025-12-01 08:57:40
HumanEval/35,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,0,none,"['correctness', 'correctness', 'comments', 'correctness', 'edge_cases', 'comments', 'efficiency', 'robustness', 'efficiency', 'efficiency', 'docstring', 'docstring', 'comments']",0.517,13,,1102,1101,42,2025-12-01 08:57:49
HumanEval/36,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'correctness', 'correctness', 'edge_cases', 'edge_cases', 'correctness', 'efficiency', 'efficiency', 'robustness', 'efficiency', 'docstring', 'comments', 'docstring']",0.622,13,1 failed in 0.04s,1102,1102,42,2025-12-01 08:57:57
HumanEval/37,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,1,force_print_return,"['correctness', 'correctness', 'correctness', 'edge_cases', 'comments', 'correctness', 'efficiency', 'robustness', 'docstring', 'robustness']",0.638,10,1 failed in 0.14s,1203,1202,42,2025-12-01 08:58:06
HumanEval/38,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'correctness', 'correctness', 'edge_cases', 'edge_cases', 'correctness', 'efficiency', 'robustness', 'efficiency', 'security', 'docstring', 'comments', 'type_hints']",0.639,13,1 error in 0.15s,1202,1202,42,2025-12-01 08:58:17
HumanEval/39,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'correctness', 'comments', 'edge_cases', 'edge_cases', 'correctness', 'efficiency', 'type_hints', 'robustness', 'security', 'docstring', 'comments', 'comments']",0.557,13,1 failed in 0.04s,1102,1102,42,2025-12-01 08:58:27
HumanEval/4,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,1,off_by_one,"['correctness', 'correctness', 'correctness', 'readability', 'correctness', 'edge_cases', 'efficiency', 'robustness', 'security', 'security', 'docstring', 'comments', 'docstring']",0.631,13,,1102,1101,42,2025-12-01 08:58:36
HumanEval/40,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'correctness', 'correctness', 'edge_cases', 'edge_cases', 'edge_cases', 'efficiency', 'robustness', 'efficiency', 'security', 'docstring', 'comments', 'docstring']",0.571,13,1 failed in 0.04s,1102,1101,42,2025-12-01 08:58:46
HumanEval/41,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,1,no_return,"['correctness', 'comments', 'comments', 'edge_cases', 'correctness', 'correctness', 'efficiency', 'efficiency', 'type_hints', 'robustness', 'docstring', 'comments', 'docstring']",0.489,13,1 failed in 0.05s,1102,1102,42,2025-12-01 08:58:55
HumanEval/42,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,0,none,"['correctness', 'correctness', 'correctness', 'edge_cases', 'edge_cases', 'readability', 'efficiency', 'robustness', 'security', 'security', 'docstring', 'comments', 'comments']",0.568,13,,1102,1102,42,2025-12-01 08:59:04
HumanEval/43,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,0,none,"['correctness', 'correctness', 'readability', 'correctness', 'edge_cases', 'correctness', 'efficiency', 'efficiency', 'security', 'security', 'docstring', 'comments', 'docstring']",0.583,13,,1102,1102,42,2025-12-01 08:59:18
HumanEval/44,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,0,none,"['correctness', 'correctness', 'correctness', 'correctness', 'edge_cases', 'edge_cases', 'efficiency', 'security', 'robustness', 'docstring', 'docstring', 'comments', 'comments']",0.564,13,,1102,1101,42,2025-12-01 08:59:29
HumanEval/45,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'edge_cases', 'readability', 'correctness', 'comments', 'readability', 'efficiency', 'docstring', 'robustness', 'security', 'docstring', 'comments', 'comments']",0.534,13,1 error in 0.12s,1202,1202,42,2025-12-01 08:59:40
HumanEval/46,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,1,drop_edge_cases,"['correctness', 'readability', 'correctness', 'correctness', 'correctness', 'correctness', 'efficiency', 'robustness', 'docstring', 'security', 'docstring', 'comments', 'docstring']",0.609,13,1 error in 0.16s,1202,1201,42,2025-12-01 08:59:50
HumanEval/47,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,0,none,"['correctness', 'correctness', 'readability', 'readability', 'readability', 'edge_cases', 'efficiency', 'efficiency', 'robustness', 'robustness', 'docstring', 'comments', 'docstring']",0.594,13,,1102,1101,42,2025-12-01 09:00:00
HumanEval/48,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,1,force_print_return,"['correctness', 'correctness', 'correctness', 'correctness', 'correctness', 'readability', 'efficiency', 'efficiency', 'docstring', 'docstring', 'docstring']",0.615,11,,1102,1101,42,2025-12-01 09:00:11
HumanEval/49,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'edge_cases', 'correctness', 'correctness', 'correctness', 'comments', 'efficiency', 'efficiency', 'security', 'robustness', 'docstring', 'type_hints', 'type_hints']",0.617,13,1 failed in 0.04s,1102,1102,42,2025-12-01 09:00:20
HumanEval/5,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,1,force_print_return,"['correctness', 'edge_cases', 'correctness', 'correctness', 'edge_cases', 'edge_cases', 'efficiency', 'docstring', 'security', 'robustness', 'docstring', 'comments', 'docstring']",0.648,13,1 failed in 0.04s,1102,1102,42,2025-12-01 09:00:29
HumanEval/50,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'correctness', 'correctness', 'readability', 'edge_cases', 'edge_cases', 'efficiency', 'docstring', 'security', 'efficiency', 'docstring', 'comments', 'type_hints']",0.595,13,1 failed in 0.04s,1102,1102,42,2025-12-01 09:00:44
HumanEval/51,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,1,type_cast_trap,"['correctness', 'readability', 'readability', 'correctness', 'readability', 'readability', 'efficiency', 'robustness', 'security', 'security', 'docstring', 'comments', 'comments']",0.546,13,1 failed in 0.04s,1102,1102,42,2025-12-01 09:00:54
HumanEval/52,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'correctness', 'comments', 'correctness', 'edge_cases', 'correctness', 'efficiency', 'docstring', 'security', 'robustness', 'docstring', 'comments', 'comments']",0.52,13,1 failed in 0.04s,1102,1102,42,2025-12-01 09:00:59
HumanEval/53,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,1,no_return,"['correctness', 'correctness', 'correctness', 'readability', 'readability', 'comments', 'efficiency', 'security', 'efficiency', 'robustness']",0.597,10,,1102,1102,42,2025-12-01 09:01:06
HumanEval/54,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,1,off_by_one,"['correctness', 'comments', 'edge_cases', 'correctness', 'edge_cases', 'correctness', 'efficiency', 'efficiency', 'efficiency', 'efficiency', 'docstring', 'comments', 'comments']",0.506,13,,1102,1101,42,2025-12-01 09:01:16
HumanEval/55,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'correctness', 'correctness', 'readability', 'correctness', 'edge_cases', 'efficiency', 'security', 'robustness', 'security', 'docstring', 'type_hints', 'type_hints']",0.595,13,1 failed in 0.04s,1102,1101,42,2025-12-01 09:01:23
HumanEval/56,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'correctness', 'correctness', 'comments', 'correctness', 'edge_cases', 'efficiency', 'efficiency', 'robustness', 'docstring', 'docstring', 'comments', 'docstring']",0.579,13,1 error in 0.11s,1202,1202,42,2025-12-01 09:01:38
HumanEval/57,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,1,off_by_one,"['correctness', 'correctness', 'edge_cases', 'correctness', 'edge_cases', 'correctness', 'efficiency', 'docstring', 'robustness', 'security', 'docstring', 'type_hints']",0.697,12,1 failed in 0.04s,1102,1102,42,2025-12-01 09:01:47
HumanEval/58,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,0,none,"['correctness', 'correctness', 'correctness', 'edge_cases', 'correctness', 'edge_cases', 'efficiency', 'security', 'security', 'efficiency', 'docstring', 'comments', 'comments']",0.658,13,,1102,1102,42,2025-12-01 09:01:57
HumanEval/59,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'correctness', 'correctness', 'readability', 'edge_cases', 'readability', 'efficiency', 'robustness', 'security', 'security', 'docstring', 'comments', 'docstring']",0.573,13,1 failed in 0.04s,1102,1102,42,2025-12-01 09:02:08
HumanEval/6,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,1,off_by_one,"['correctness', 'readability', 'edge_cases', 'correctness', 'edge_cases', 'readability', 'efficiency', 'robustness', 'security', 'security', 'docstring', 'comments', 'comments']",0.572,13,1 error in 0.15s,1202,1202,42,2025-12-01 09:02:17
HumanEval/60,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,1,drop_edge_cases,"['correctness', 'correctness', 'correctness', 'edge_cases', 'comments', 'edge_cases', 'efficiency', 'efficiency', 'robustness', 'security', 'docstring', 'comments', 'docstring']",0.617,13,1 error in 0.16s,1202,1202,42,2025-12-01 09:02:27
HumanEval/61,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'correctness', 'edge_cases', 'correctness', 'correctness', 'correctness', 'efficiency', 'docstring', 'robustness', 'type_hints', 'docstring', 'comments', 'type_hints']",0.553,13,1 failed in 0.04s,1102,1101,42,2025-12-01 09:02:39
HumanEval/62,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'comments', 'correctness', 'correctness', 'edge_cases', 'edge_cases', 'efficiency', 'security', 'security', 'robustness', 'docstring', 'docstring', 'docstring']",0.569,13,1 failed in 0.04s,1102,1102,42,2025-12-01 09:02:49
HumanEval/63,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,1,no_return,"['correctness', 'correctness', 'correctness', 'edge_cases', 'readability', 'readability', 'efficiency', 'robustness', 'security', 'type_hints', 'docstring']",0.649,11,1 failed in 0.04s,1102,1101,42,2025-12-01 09:02:58
HumanEval/64,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'readability', 'correctness', 'correctness', 'edge_cases', 'edge_cases', 'efficiency', 'docstring', 'robustness', 'security', 'docstring', 'comments', 'comments']",0.575,13,1 failed in 0.04s,1102,1102,42,2025-12-01 09:03:10
HumanEval/65,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'correctness', 'edge_cases', 'correctness', 'comments', 'correctness', 'efficiency', 'robustness', 'robustness', 'docstring', 'docstring', 'docstring', 'comments']",0.56,13,1 failed in 0.04s,1102,1102,42,2025-12-01 09:03:22
HumanEval/66,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,0,none,"['correctness', 'correctness', 'edge_cases', 'correctness', 'correctness', 'edge_cases', 'efficiency', 'robustness', 'security', 'security', 'docstring', 'comments', 'comments']",0.635,13,,1102,1102,42,2025-12-01 09:03:32
HumanEval/67,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,1,force_print_return,"['correctness', 'correctness', 'correctness', 'correctness', 'edge_cases', 'edge_cases', 'efficiency', 'robustness', 'robustness', 'efficiency', 'docstring', 'type_hints', 'type_hints']",0.678,13,1 error in 0.16s,1302,1302,42,2025-12-01 09:03:41
HumanEval/68,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'readability', 'correctness', 'correctness', 'edge_cases', 'correctness', 'efficiency', 'security', 'robustness', 'type_hints', 'docstring', 'type_hints', 'comments']",0.575,13,1 failed in 0.04s,1102,1102,42,2025-12-01 09:03:59
HumanEval/69,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,1,remove_docstring,"['correctness', 'correctness', 'correctness', 'correctness', 'edge_cases', 'correctness', 'efficiency', 'security', 'security', 'robustness', 'docstring']",0.705,11,1 failed in 0.05s,1102,1102,42,2025-12-01 09:04:08
HumanEval/7,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,0,none,"['correctness', 'correctness', 'correctness', 'correctness', 'edge_cases', 'edge_cases', 'efficiency', 'efficiency', 'docstring', 'efficiency', 'docstring', 'comments', 'docstring']",0.608,13,,1102,1102,42,2025-12-01 09:04:16
HumanEval/70,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,0,none,"['correctness', 'correctness', 'correctness', 'comments', 'correctness', 'readability', 'efficiency', 'docstring', 'security', 'efficiency', 'docstring', 'comments', 'docstring']",0.512,13,,1102,1102,42,2025-12-01 09:04:27
HumanEval/71,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'correctness', 'correctness', 'readability', 'correctness', 'comments', 'efficiency', 'robustness', 'efficiency', 'security', 'docstring', 'comments', 'docstring']",0.563,13,1 failed in 0.04s,1102,1102,42,2025-12-01 09:04:37
HumanEval/72,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,0,none,"['correctness', 'correctness', 'edge_cases', 'edge_cases', 'correctness', 'edge_cases', 'efficiency', 'robustness', 'efficiency', 'security', 'docstring', 'type_hints', 'comments']",0.604,13,,1102,1102,42,2025-12-01 09:04:55
HumanEval/73,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'edge_cases', 'edge_cases', 'correctness', 'edge_cases', 'correctness', 'efficiency', 'security', 'efficiency', 'robustness', 'docstring', 'comments', 'comments']",0.592,13,1 failed in 0.04s,1102,1102,42,2025-12-01 09:05:06
HumanEval/74,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'correctness', 'correctness', 'correctness', 'edge_cases', 'edge_cases', 'efficiency', 'robustness', 'security', 'docstring', 'docstring', 'comments', 'comments']",0.633,13,1 failed in 0.05s,1102,1101,42,2025-12-01 09:05:18
HumanEval/75,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'correctness', 'correctness', 'correctness', 'correctness', 'comments', 'efficiency', 'robustness', 'efficiency', 'security', 'docstring', 'comments', 'docstring']",0.586,13,1 error in 0.16s,1202,1201,42,2025-12-01 09:05:36
HumanEval/76,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,1,type_cast_trap,"['correctness', 'correctness', 'correctness', 'correctness', 'correctness', 'comments', 'efficiency', 'robustness', 'security', 'security', 'docstring', 'comments', 'docstring']",0.603,13,1 failed in 0.04s,1102,1102,42,2025-12-01 09:05:45
HumanEval/77,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,1,force_print_return,"['correctness', 'correctness', 'correctness', 'correctness', 'readability', 'edge_cases', 'efficiency', 'robustness', 'robustness', 'type_hints', 'docstring']",0.685,11,1 failed in 0.04s,1102,1102,42,2025-12-01 09:05:54
HumanEval/78,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'correctness', 'correctness', 'correctness', 'edge_cases', 'correctness', 'efficiency', 'security', 'efficiency', 'robustness', 'docstring', 'comments', 'type_hints']",0.628,13,1 failed in 0.04s,1102,1101,42,2025-12-01 09:06:11
HumanEval/79,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'readability', 'edge_cases', 'readability', 'readability', 'correctness', 'efficiency', 'robustness', 'security', 'docstring', 'docstring', 'comments', 'type_hints']",0.519,13,1 failed in 0.04s,1102,1102,42,2025-12-01 09:06:21
HumanEval/8,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,1,type_cast_trap,"['correctness', 'edge_cases', 'correctness', 'correctness', 'readability', 'edge_cases', 'efficiency', 'security', 'robustness', 'efficiency', 'docstring', 'comments', 'comments']",0.606,13,1 error in 0.11s,1202,1202,42,2025-12-01 09:06:30
HumanEval/80,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,0,none,"['correctness', 'correctness', 'correctness', 'edge_cases', 'edge_cases', 'readability', 'efficiency', 'robustness', 'security', 'security', 'docstring', 'comments', 'docstring']",0.623,13,,1102,1102,42,2025-12-01 09:06:41
HumanEval/81,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'correctness', 'correctness', 'edge_cases', 'edge_cases', 'readability', 'efficiency', 'robustness', 'robustness', 'security', 'docstring', 'comments', 'docstring']",0.647,13,1 failed in 0.04s,1102,1101,42,2025-12-01 09:06:59
HumanEval/82,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,0,none,"['correctness', 'correctness', 'correctness', 'edge_cases', 'edge_cases', 'correctness', 'efficiency', 'robustness', 'security', 'security', 'docstring', 'comments', 'docstring']",0.655,13,,1102,1101,42,2025-12-01 09:07:10
HumanEval/83,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,1,drop_edge_cases,"['correctness', 'edge_cases', 'edge_cases', 'correctness', 'correctness', 'edge_cases', 'efficiency', 'robustness', 'docstring', 'security', 'docstring', 'comments', 'docstring']",0.623,13,1 error in 0.16s,1202,1202,42,2025-12-01 09:07:19
HumanEval/84,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,0,none,"['correctness', 'correctness', 'correctness', 'correctness', 'correctness', 'edge_cases', 'efficiency', 'robustness', 'security', 'docstring', 'docstring', 'docstring', 'comments']",0.618,13,,1102,1102,42,2025-12-01 09:07:28
HumanEval/85,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,1,remove_docstring,"['correctness', 'correctness', 'correctness', 'readability', 'correctness', 'edge_cases', 'efficiency', 'docstring', 'efficiency', 'robustness', 'docstring', 'comments', 'type_hints']",0.604,13,,1102,1102,42,2025-12-01 09:07:35
HumanEval/86,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,1,type_cast_trap,"['correctness', 'correctness', 'comments', 'correctness', 'edge_cases', 'edge_cases', 'efficiency', 'docstring', 'robustness', 'docstring', 'docstring', 'type_hints']",0.607,12,1 failed in 0.04s,1102,1101,42,2025-12-01 09:07:45
HumanEval/87,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'correctness', 'correctness', 'readability', 'edge_cases', 'readability', 'efficiency', 'security', 'robustness', 'security', 'docstring', 'comments', 'comments']",0.568,13,1 failed in 0.04s,1102,1101,42,2025-12-01 09:07:57
HumanEval/88,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'edge_cases', 'correctness', 'correctness', 'comments', 'edge_cases', 'efficiency', 'docstring', 'robustness', 'security', 'docstring', 'comments', 'docstring']",0.554,13,1 failed in 0.04s,1102,1102,42,2025-12-01 09:08:08
HumanEval/89,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,1,off_by_one,"['correctness', 'correctness', 'correctness', 'edge_cases', 'edge_cases', 'correctness', 'efficiency', 'robustness', 'robustness', 'security', 'docstring', 'comments', 'comments']",0.649,13,1 failed in 0.04s,1102,1102,42,2025-12-01 09:08:17
HumanEval/9,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,1,drop_edge_cases,"['correctness', 'readability', 'correctness', 'readability', 'correctness', 'edge_cases', 'efficiency', 'robustness', 'docstring', 'security', 'docstring', 'docstring', 'comments']",0.592,13,1 error in 0.16s,1202,1202,42,2025-12-01 09:08:26
HumanEval/90,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,1,drop_edge_cases,"['correctness', 'correctness', 'comments', 'edge_cases', 'correctness', 'correctness', 'efficiency', 'robustness', 'security', 'security', 'docstring', 'comments', 'type_hints']",0.543,13,,1102,1101,42,2025-12-01 09:08:35
HumanEval/91,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'correctness', 'correctness', 'correctness', 'edge_cases', 'edge_cases', 'efficiency', 'docstring', 'robustness', 'security', 'docstring', 'comments', 'docstring']",0.612,13,1 failed in 0.04s,1102,1102,42,2025-12-01 09:08:45
HumanEval/92,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,1,wrong_loop,"['correctness', 'readability', 'readability', 'correctness', 'correctness', 'comments', 'efficiency', 'security', 'docstring', 'robustness', 'docstring']",0.61,11,1 error in 0.16s,1203,1202,42,2025-12-01 09:08:55
HumanEval/93,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'correctness', 'correctness', 'edge_cases', 'comments', 'edge_cases', 'efficiency', 'security', 'docstring', 'robustness', 'docstring', 'comments', 'docstring']",0.584,13,1 failed in 0.04s,1102,1102,42,2025-12-01 09:09:10
HumanEval/94,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'correctness', 'correctness', 'correctness', 'readability', 'readability', 'efficiency', 'security', 'efficiency', 'robustness', 'docstring', 'comments', 'comments']",0.555,13,1 failed in 0.04s,1102,1102,42,2025-12-01 09:09:27
HumanEval/95,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'correctness', 'edge_cases', 'correctness', 'correctness', 'correctness', 'efficiency', 'robustness', 'efficiency', 'security', 'docstring', 'docstring', 'comments']",0.605,13,1 failed in 0.04s,1102,1102,42,2025-12-01 09:09:38
HumanEval/96,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,0,0,none,"['correctness', 'comments', 'edge_cases', 'correctness', 'comments', 'correctness', 'efficiency', 'robustness', 'security', 'security', 'docstring', 'comments', 'type_hints']",0.505,13,1 failed in 0.04s,1102,1102,42,2025-12-01 09:09:52
HumanEval/97,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,0,none,"['correctness', 'correctness', 'readability', 'readability', 'edge_cases', 'comments', 'efficiency', 'robustness', 'security', 'security', 'docstring', 'docstring', 'comments']",0.524,13,,1102,1101,42,2025-12-01 09:10:01
HumanEval/98,adw_weighted_v4_teaching,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,0,none,"['correctness', 'comments', 'readability', 'correctness', 'correctness', 'edge_cases', 'efficiency', 'robustness', 'security', 'security', 'docstring', 'type_hints', 'comments']",0.555,13,,1102,1101,42,2025-12-01 09:10:12
