task_id,model,variant,seed,regime,p_fail,primary_pass,final_pass,adb_calls,ecnn_calls,adb_variant_used,rubric_bullets,gen_latency_ms,pytest_ms_primary,pytest_ms_repair,prompt_chars,prompt_tokens_est,temperature_used,max_new_tokens_used,detail
HumanEval/153,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9985043096724238,1,1,0,0,none,13,5532,1102,0,2395.0,334.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/154,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9934442013453352,0,0,1,1,ecnn_adb,13,6947,1102,1101,1761.0,226.0,0.30000000000000004,320,"     assert  candidate(""xyzw"",""xyw"") == False , ""test #0""
E       AssertionError: test #0
E       assert True == False
E        +  where True = <function cycpattern_check at 0x7c26c8661300>('xyzw', 'xyw')

test_solution.py:13: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: test #0
1 failed in 0.04s"
HumanEval/155,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9902600080264562,1,1,0,0,none,13,8189,1102,0,1560.0,208.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/156,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9922444876627823,1,1,0,0,none,13,7278,1102,0,1674.0,219.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/157,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9929979763350779,1,1,0,0,none,13,7680,1102,0,1703.0,232.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/158,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9941477391897188,0,0,1,1,ecnn_adb,13,4962,1102,1101,1797.0,239.0,0.30000000000000004,320,"s = 0
        max_word = """"
    
        for word in words:
>           unique_chars = len(Counter(word))
                               ^^^^^^^
E           NameError: name 'Counter' is not defined

solution.py:15: NameError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - NameError: name 'Counter' is not defined
1 failed in 0.04s"
HumanEval/159,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9983800472741425,0,0,1,1,ecnn_adb,13,9026,1102,1102,2323.0,342.0,0.30000000000000004,320,"(good for debugging!)""
>       assert candidate(5, 6, 10) == [11, 4], ""Error""
E       AssertionError: Error
E       assert None == [11, 4]
E        +  where None = <function eat at 0x7c0afa6b1300>(5, 6, 10)

test_solution.py:10: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: Error
1 failed in 0.04s"
HumanEval/16,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9908666727126333,1,1,0,0,none,13,5143,1101,0,1598.0,209.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/160,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9975629050265679,0,0,1,1,ecnn_adb,13,8907,1202,0,2154.0,310.0,0.30000000000000004,320,"SyntaxError: expected an indented block after 'if' statement on line 42 (<unknown>, line 42)"
HumanEval/161,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9931185842058926,1,1,0,0,none,13,4895,1102,0,1703.0,236.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/162,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9903746052102065,1,1,0,0,none,13,3050,1102,0,1573.0,206.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/163,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9914958934976648,0,0,1,1,ecnn_adb,13,6562,1102,1102,1613.0,220.0,0.30000000000000004,320,"ate(10, 2) == [2, 4, 6, 8], ""Test 2""
E       AssertionError: Test 2
E       assert [] == [2, 4, 6, 8]
E         
E         Right contains 4 more items, first extra item: 2
E         Use -v to get more diff

test_solution.py:10: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: Test 2
1 failed in 0.04s"
HumanEval/17,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9955353776400774,0,0,1,1,ecnn_adb,13,9058,1202,0,1869.0,275.0,0.30000000000000004,320,"SyntaxError: expected an indented block after 'elif' statement on line 31 (<unknown>, line 32)"
HumanEval/18,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9916621372852408,1,1,0,0,none,13,6158,1102,0,1631.0,218.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/19,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9932381353286639,0,0,1,1,ecnn_adb,13,5013,1102,1102,1725.0,232.0,0.30000000000000004,320,"
        # Convert the split numbers to integers
>       numbers = [int(num) for num in numbers]
                   ^^^^^^^^
E       ValueError: invalid literal for int() with base 10: 'three'

solution.py:12: ValueError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - ValueError: invalid literal for int() wit...
1 failed in 0.04s"
HumanEval/2,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9923589580477381,1,1,0,0,none,13,4601,1102,0,1667.0,225.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/20,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9941612425045792,1,1,0,0,none,13,6694,1102,0,1793.0,241.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/21,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9925256072495008,1,1,0,0,none,13,8387,1102,0,1670.0,229.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/22,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9912190476995887,1,1,0,0,none,13,2947,1102,0,1601.0,217.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/23,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.989118800081647,1,1,0,0,none,13,1369,1102,0,1509.0,201.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/24,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9896288090213521,1,1,0,0,none,13,3308,1102,0,1523.0,207.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/25,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9942933358353528,1,1,0,0,none,13,5003,1102,0,1791.0,247.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/26,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.991946061920748,1,1,0,0,none,13,3994,1102,0,1631.0,226.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/27,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9898194422913238,1,1,0,0,none,13,1947,1102,0,1532.0,208.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/28,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9897673028500676,0,0,1,1,ecnn_adb,13,1624,1202,1202,1537.0,205.0,0.30000000000000004,320,"ndidate
solution.py:1: in <module>
    def concatenate(strings: List[str]) -> str:
                             ^^^^
E   NameError: name 'List' is not defined
=========================== short test summary info ============================
ERROR test_solution.py - NameError: name 'List' is not defined
!!!!!!!!!!!!!!!!!!!! Interrupted: 1 error during collection !!!!!!!!!!!!!!!!!!!!
1 error in 0.11s"
HumanEval/29,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9919532276190841,1,1,0,0,none,13,2796,1101,0,1648.0,220.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/3,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9943087884165323,1,1,0,0,none,13,3170,1102,0,1790.0,248.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/30,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9904409254192641,1,1,0,0,none,13,3720,1101,0,1550.0,216.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/31,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9916854740983302,1,1,0,0,none,13,5540,1102,0,1641.0,215.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/32,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9975314940736518,0,0,1,1,ecnn_adb,13,8686,1102,1202,2135.0,314.0,0.30000000000000004,320,"^^^^^^^^^^
test_solution.py:5: in <module>
    from solution import find_zero as candidate
E   ImportError: cannot import name 'find_zero' from 'solution' (/tmp/heval_find_zero_jbosnx38/solution.py)
=========================== short test summary info ============================
ERROR test_solution.py
!!!!!!!!!!!!!!!!!!!! Interrupted: 1 error during collection !!!!!!!!!!!!!!!!!!!!
1 error in 0.11s"
HumanEval/33,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9942790703075677,0,0,1,1,ecnn_adb,13,7248,1102,1102,1762.0,257.0,0.30000000000000004,320,">       assert tuple(candidate([1, 2, 3])) == tuple(sort_third([1, 2, 3]))
                                                    ^^^^^^^^^^
E       NameError: name 'sort_third' is not defined

test_solution.py:12: NameError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - NameError: name 'sort_third' is not defined
1 failed in 0.04s"
HumanEval/34,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9889879523829721,1,1,0,0,none,13,2513,1102,0,1485.0,207.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/35,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9896941459055666,1,1,0,0,none,13,3738,1102,0,1527.0,207.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/36,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9902011779443552,1,1,0,0,none,13,3665,1102,0,1548.0,211.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.02s"
HumanEval/37,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9930138696077233,0,0,1,1,ecnn_adb,13,6344,1102,1102,1677.0,242.0,0.30000000000000004,320," check(candidate):
>       assert tuple(candidate([1, 2, 3])) == tuple([1, 2, 3])
E       assert (3, 1, 1) == (1, 2, 3)
E         
E         At index 0 diff: 3 != 1
E         Use -v to get more diff

test_solution.py:12: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - assert (3, 1, 1) == (1, 2, 3)
1 failed in 0.04s"
HumanEval/38,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9956205217579217,0,0,1,1,ecnn_adb,13,8283,1102,1102,1903.0,267.0,0.30000000000000004,320,"ce(letters) for i in range(randint(10, 20)))
>           encoded_str = encode_cyclic(str)
                          ^^^^^^^^^^^^^
E           NameError: name 'encode_cyclic' is not defined

test_solution.py:18: NameError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - NameError: name 'encode_cyclic' is not de...
1 failed in 0.04s"
HumanEval/39,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9909953446576621,0,0,1,1,ecnn_adb,13,5842,1102,1202,1596.0,213.0,0.30000000000000004,320,"ext = fib1 + fib2
    
            # Check if the current Fibonacci number is prime
>           if is_prime(fib_next):
               ^^^^^^^^
E           NameError: name 'is_prime' is not defined

solution.py:24: NameError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - NameError: name 'is_prime' is not defined
1 failed in 0.04s"
HumanEval/4,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9938794897120803,1,1,0,0,none,13,7181,1102,0,1766.0,240.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/40,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.994458627886016,1,1,0,0,none,13,8551,1102,0,1826.0,241.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/41,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9963257328657726,0,0,1,1,ecnn_adb,13,9095,1202,1101,1967.0,284.0,0.30000000000000004,320,"candidate = <function car_race_collision at 0x7a2d1bd85300>

    def check(candidate):
>       assert candidate(2) == 4
E       assert 0 == 4
E        +  where 0 = <function car_race_collision at 0x7a2d1bd85300>(2)

test_solution.py:12: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - assert 0 == 4
1 failed in 0.04s"
HumanEval/42,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9904522171795801,0,1,1,1,ecnn_adb,13,6952,1202,1102,1548.0,217.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/43,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9942070658832672,1,1,0,0,none,13,5282,1102,0,1798.0,241.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/44,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9918060481226878,1,1,0,0,none,13,4611,1102,0,1642.0,218.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/45,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9880024524711999,0,0,1,1,ecnn_adb,13,5217,1202,1101,1458.0,197.0,0.30000000000000004,320,"       raise ValueError(""Side lengths must be positive."")
    
        # Calculate the area using Heron's formula
>       s = (a + b + h) / 2
                 ^
E       NameError: name 'b' is not defined

solution.py:10: NameError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - NameError: name 'b' is not defined
1 failed in 0.04s"
HumanEval/46,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9943249102697664,1,1,0,0,none,13,8975,1102,0,1789.0,249.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/47,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9893680712303928,1,1,0,0,none,13,5875,1203,0,1510.0,206.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.08s"
HumanEval/48,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9900232327628222,1,1,0,0,none,13,5140,1102,0,1564.0,201.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/49,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9904490825794752,0,0,1,1,ecnn_adb,13,4929,1102,1102,1556.0,214.0,0.30000000000000004,320,"_ _ _ _ _ _ _ _ _ _ 

candidate = <function modp at 0x7f50a6a19300>

    def check(candidate):
>       assert candidate(3, 5) == 3
E       assert 4 == 3
E        +  where 4 = <function modp at 0x7f50a6a19300>(3, 5)

test_solution.py:12: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - assert 4 == 3
1 failed in 0.05s"
HumanEval/5,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9916287919457639,1,1,0,0,none,13,4035,1102,0,1623.0,220.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/50,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9924882930442093,0,0,1,1,ecnn_adb,13,3483,1102,1102,1675.0,226.0,0.30000000000000004,320,"hoice(letters) for i in range(randint(10, 20)))
>           encoded_str = encode_shift(str)
                          ^^^^^^^^^^^^
E           NameError: name 'encode_shift' is not defined

test_solution.py:19: NameError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - NameError: name 'encode_shift' is not def...
1 failed in 0.04s"
HumanEval/51,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9926075084113473,1,1,0,0,none,13,7290,1102,0,1718.0,214.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/52,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9905317699860754,1,1,0,0,none,13,2736,1102,0,1567.0,212.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/53,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.987559425192594,1,1,0,0,none,13,1767,1102,0,1435.0,197.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/54,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.993263113646691,1,1,0,0,none,13,6713,1102,0,1763.0,219.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/55,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9890199846012101,1,1,0,0,none,13,5525,1102,0,1506.0,200.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/56,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9924800291274433,0,0,1,1,ecnn_adb,13,7954,1102,1102,1699.0,217.0,0.30000000000000004,320,"<>>>>"")
        assert not candidate(""><<>"")
>       assert not candidate(""<"")
E       AssertionError: assert not True
E        +  where True = <function correct_bracketing at 0x7ff3dc87d300>('<')

test_solution.py:18: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: assert not True
1 failed in 0.04s"
HumanEval/57,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9907096496237965,1,1,0,0,none,13,6075,1101,0,1579.0,212.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/58,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.990983054536441,1,1,0,0,none,13,7318,1102,0,1576.0,220.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/59,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9894983038344334,0,0,1,1,ecnn_adb,13,5969,1102,1101,1526.0,203.0,0.30000000000000004,320,"or at 0x7c9251101300>

    def check(candidate):
        assert candidate(15) == 5
>       assert candidate(27) == 3
E       assert 1 == 3
E        +  where 1 = <function largest_prime_factor at 0x7c9251101300>(27)

test_solution.py:13: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - assert 1 == 3
1 failed in 0.04s"
HumanEval/6,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9939637888709985,1,1,0,0,none,13,6134,1101,0,1772.0,241.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/60,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9905433974315043,1,1,0,0,none,13,3696,1101,0,1576.0,209.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/61,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9919638520493909,1,1,0,0,none,13,3893,1101,0,1668.0,213.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/62,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9918145457624385,1,1,0,0,none,13,6205,1101,0,1618.0,227.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/63,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9943027904484016,1,1,0,0,none,13,7807,1102,0,1803.0,243.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/64,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9942067331475287,0,0,1,1,ecnn_adb,13,8036,1102,1101,1776.0,249.0,0.30000000000000004,320," candidate(""Alone"") == 3, ""Test 2""
>       assert candidate(""key"") == 2, ""Test 3""
E       AssertionError: Test 3
E       assert 1 == 2
E        +  where 1 = <function vowels_count at 0x7f492bbdd300>('key')

test_solution.py:11: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: Test 3
1 failed in 0.04s"
HumanEval/65,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9918187314571426,0,0,1,1,ecnn_adb,13,6032,1102,1102,1632.0,222.0,0.30000000000000004,320," candidate(100, 2) == ""001""
        assert candidate(12, 2) == ""12""
>       assert candidate(97, 8) == ""79""
E       AssertionError: assert '97' == '79'
E         
E         - 79
E         + 97

test_solution.py:11: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: assert '97' == '79'
1 failed in 0.04s"
HumanEval/66,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9926728623917483,1,1,0,0,none,13,3826,1102,0,1699.0,223.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/67,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.997354774379064,0,1,1,1,ecnn_adb,13,9136,1202,1102,2108.0,308.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/68,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9988757290252938,0,0,1,1,ecnn_adb,13,9018,1102,1102,2503.0,360.0,0.30000000000000004,320,"(good for debugging!)""
>       assert candidate([4,2,3]) == [2, 1], ""Error""
E       AssertionError: Error
E       assert None == [2, 1]
E        +  where None = <function pluck at 0x7d37ad905300>([4, 2, 3])

test_solution.py:10: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: Error
1 failed in 0.04s"
HumanEval/69,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9950586946463912,1,1,0,0,none,13,4711,1102,0,1827.0,267.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.02s"
HumanEval/7,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9921855838625577,1,1,0,0,none,13,3020,1102,0,1672.0,218.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/70,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9930504485970669,1,1,0,0,none,13,4765,1101,0,1705.0,233.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/71,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9939460050280046,1,1,0,0,none,13,5356,1102,0,1751.0,248.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/72,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.997233463103703,0,0,1,1,ecnn_adb,13,8622,1102,1101,2099.0,301.0,0.30000000000000004,320,"ple cases
        assert candidate([3, 2, 3], 9) is True
>       assert candidate([1, 2], 5) is False
E       assert True is False
E        +  where True = <function will_it_fly at 0x787f6e5e9300>([1, 2], 5)

test_solution.py:10: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - assert True is False
1 failed in 0.04s"
HumanEval/73,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9945878717351125,1,1,0,0,none,13,8703,1102,0,1808.0,253.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/74,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9959675496392912,0,0,1,1,ecnn_adb,13,9132,1102,1102,1955.0,267.0,0.30000000000000004,320,"_chars_second_list:
            return lst1
        elif total_chars_second_list < total_chars_first_list:
>           return lst
                   ^^^
E           NameError: name 'lst' is not defined

solution.py:29: NameError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - NameError: name 'lst' is not defined
1 failed in 0.04s"
HumanEval/75,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9914246553015563,0,0,1,1,ecnn_adb,13,5922,1102,1102,1605.0,221.0,0.30000000000000004,320,"  def check(candidate):
    
        assert candidate(5) == False
>       assert candidate(30) == True
E       assert False == True
E        +  where False = <function is_multiply_prime at 0x7d366203d300>(30)

test_solution.py:9: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - assert False == True
1 failed in 0.04s"
HumanEval/76,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9939466946037083,1,1,0,0,none,13,7792,1102,0,1762.0,244.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/77,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9929759346656614,0,0,1,1,ecnn_adb,13,4038,1102,1102,1701.0,232.0,0.30000000000000004,320,"ue, ""Third test error: "" + str(candidate(-1))
E       AssertionError: Third test error: False
E       assert False == True
E        +  where False = <function iscube at 0x7a986f661300>(-1)

test_solution.py:11: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: Third test error: False
1 failed in 0.04s"
HumanEval/78,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9982409500436766,0,0,1,1,ecnn_adb,13,9061,1102,1102,2263.0,345.0,0.30000000000000004,320," == 1, ""First test error: "" + str(candidate(""AB""))
E       AssertionError: First test error: None
E       assert None == 1
E        +  where None = <function hex_key at 0x7adfcd051300>('AB')

test_solution.py:9: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: First test error: None
1 failed in 0.04s"
HumanEval/79,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.995493756602592,1,1,0,0,none,13,3864,1102,0,1896.0,263.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/8,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_gepn_gate_v3,1,heavy,0.9933823700468006,1,1,0,0,none,13,4364,1102,0,1714.0,241.0,0.30000000000000004,320,".                                                                        [100%]
1 passed in 0.01s"
