task_id,model,variant,source_tag,is_synthetic,pass_flag,error_family,raw_error
HumanEval/13,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/130,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/131,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/132,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,unknown,1 failed in 0.04s
HumanEval/133,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,unknown,1 failed in 0.04s
HumanEval/134,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/135,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/136,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/137,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/138,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/139,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,1,pass,
HumanEval/14,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/140,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/141,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.17s
HumanEval/142,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,unknown,1 failed in 0.04s
HumanEval/143,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/144,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/145,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/146,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.17s
HumanEval/147,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.11s
HumanEval/148,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,unknown,1 failed in 0.04s
HumanEval/149,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/15,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.15s
HumanEval/150,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/151,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/152,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/153,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/154,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/155,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/156,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.11s
HumanEval/157,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/158,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/159,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/16,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/160,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/161,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/162,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/163,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/17,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/18,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/19,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/2,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/20,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,unknown,1 failed in 0.04s
HumanEval/21,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.17s
HumanEval/22,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/23,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.15s
HumanEval/24,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,1,pass,
HumanEval/25,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,1,pass,
HumanEval/26,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.15s
HumanEval/27,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,1,pass,
HumanEval/28,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.15s
HumanEval/29,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/3,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,1,pass,
HumanEval/30,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,unknown,1 failed in 0.04s
HumanEval/31,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/32,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,unknown,1 failed in 0.04s
HumanEval/33,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/34,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/35,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/36,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/37,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/38,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/39,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/4,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/40,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/41,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/42,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,1,pass,
HumanEval/43,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/44,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/45,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.15s
HumanEval/46,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,1,pass,
HumanEval/47,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/48,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/49,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/5,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,unknown,1 failed in 0.04s
HumanEval/50,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.15s
HumanEval/51,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/52,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,1,pass,
HumanEval/53,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,1,pass,
HumanEval/54,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/55,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,1,pass,
HumanEval/56,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/57,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/58,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/59,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/6,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.15s
HumanEval/60,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,1,pass,
HumanEval/61,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/62,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/63,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,1,pass,
HumanEval/64,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/65,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/66,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/67,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,unknown,1 failed in 0.04s
HumanEval/68,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/69,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.18s
HumanEval/7,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/70,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/71,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/72,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,1,pass,
HumanEval/73,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/74,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/75,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,unknown,1 failed in 0.37s
HumanEval/76,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/77,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.17s
HumanEval/78,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/79,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/8,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,1,pass,
HumanEval/80,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/81,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,1,pass,
HumanEval/82,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.17s
HumanEval/83,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/84,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,1,pass,
HumanEval/85,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/86,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/87,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/88,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,unknown,1 failed in 0.04s
HumanEval/89,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,unknown,1 failed in 0.04s
HumanEval/9,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.17s
HumanEval/90,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/91,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/92,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/93,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/94,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/95,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,unknown,1 failed in 0.04s
HumanEval/96,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,1,pass,
HumanEval/97,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/98,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,runtime_other,1 error in 0.16s
HumanEval/99,Qwen/Qwen2.5-Coder-0.5B-Instruct,baseline_primitive,primitive_s1,0,0,unknown,1 failed in 0.04s
HumanEval/0,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/1,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/10,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.16s
HumanEval/100,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.16s
HumanEval/101,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/102,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/103,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.05s
HumanEval/104,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/105,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/106,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/107,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.18s
HumanEval/108,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/109,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/11,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/110,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/111,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.11s
HumanEval/112,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/113,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.11s
HumanEval/114,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/115,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.16s
HumanEval/116,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/117,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/118,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.16s
HumanEval/119,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/12,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.11s
HumanEval/120,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/121,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/122,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/123,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.16s
HumanEval/124,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.05s
HumanEval/125,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/126,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/127,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/128,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/129,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/13,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/130,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.16s
HumanEval/131,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.11s
HumanEval/132,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/133,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/134,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.16s
HumanEval/135,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/136,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.16s
HumanEval/137,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/138,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/139,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/14,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/140,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/141,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.05s
HumanEval/142,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.16s
HumanEval/143,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/144,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/145,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/146,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/147,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/148,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/149,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/15,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/150,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/151,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.16s
HumanEval/152,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/153,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.11s
HumanEval/154,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/155,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/156,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.16s
HumanEval/157,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,1,pass,
HumanEval/158,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/159,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/16,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
HumanEval/160,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,runtime_other,1 error in 0.16s
HumanEval/161,Qwen/Qwen2.5-Coder-0.5B-Instruct,adw_weighted_v4_teaching,adw_teach,0,0,unknown,1 failed in 0.04s
