task_id,variant,model,seed,regime,p_fail,primary_pass,final_pass,adb_calls,ecnn_calls,adb_variant_used,gen_latency_ms,pytest_ms_primary,pytest_ms_repair,rubric_bullets,temperature_used,max_new_tokens_used,prompt_chars,prompt_tokens_est,detail
HumanEval/156,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,9000,15018,15019,0,0.30000000000000004,320,1668.0,220.0,TimeoutError: Execution exceeded limit
HumanEval/157,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,4083,1102,0,0,0.30000000000000004,320,1719.0,235.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/158,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,6607,1102,0,0,0.30000000000000004,320,1807.0,238.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/159,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,8976,1102,1102,0,0.30000000000000004,320,2307.0,339.0,"(good for debugging!)""
>       assert candidate(5, 6, 10) == [11, 4], ""Error""
E       AssertionError: Error
E       assert None == [11, 4]
E        +  where None = <function eat at 0x7d923a6bca40>(5, 6, 10)

test_solution.py:10: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: Error
1 failed in 0.04s"
HumanEval/16,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,3398,1102,0,0,0.30000000000000004,320,1598.0,209.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/160,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,8936,1102,1102,0,0.30000000000000004,320,2154.0,310.0,"  assert candidate(['**', '*', '+'], [2, 3, 4, 5]) == 37
E       AssertionError: assert None == 37
E        +  where None = <function do_algebra at 0x7d737b380a40>(['**', '*', '+'], [2, 3, 4, 5])

test_solution.py:9: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: assert None == 37
1 failed in 0.04s"
HumanEval/161,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,4858,1102,1102,0,0.30000000000000004,320,1703.0,236.0,"ple cases
        assert candidate(""AsDf"") == ""aSdF""
>       assert candidate(""1234"") == ""4321""
E       AssertionError: assert '1234' == '4321'
E         
E         - 4321
E         + 1234

test_solution.py:10: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: assert '1234' == '4321'
1 failed in 0.04s"
HumanEval/162,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,2996,1102,0,0,0.30000000000000004,320,1567.0,207.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/163,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,6608,1102,1102,0,0.30000000000000004,320,1635.0,222.0,"ate(10, 2) == [2, 4, 6, 8], ""Test 2""
E       AssertionError: Test 2
E       assert [] == [2, 4, 6, 8]
E         
E         Right contains 4 more items, first extra item: 2
E         Use -v to get more diff

test_solution.py:10: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: Test 2
1 failed in 0.04s"
HumanEval/17,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,8471,1102,0,0,0.30000000000000004,320,1869.0,275.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/18,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,4238,1102,0,0,0.30000000000000004,320,1637.0,217.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/19,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,8962,1102,1102,0,0.30000000000000004,320,1703.0,230.0,"ine') == 'three five nine'
E       AssertionError: assert 'threefivenine' == 'three five nine'
E         
E         - three five nine
E         ?      -    -
E         + threefivenine

test_solution.py:17: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: assert 'threefivenine' ==...
1 failed in 0.04s"
HumanEval/2,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,4519,1102,0,0,0.30000000000000004,320,1667.0,225.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/20,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,8636,1102,0,0,0.30000000000000004,320,1793.0,241.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/21,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,8504,1102,0,0,0.30000000000000004,320,1670.0,229.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/22,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,2954,1102,0,0,0.30000000000000004,320,1601.0,217.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/23,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,1915,1102,0,0,0.30000000000000004,320,1509.0,201.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/24,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,3349,1102,0,0,0.30000000000000004,320,1523.0,207.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/25,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,4927,1102,0,0,0.30000000000000004,320,1791.0,247.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/26,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,3861,1102,0,0,0.30000000000000004,320,1631.0,226.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/27,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,2663,1102,1102,0,0.30000000000000004,320,1532.0,208.0,"') == ''
>       assert candidate('Hello!') == 'hELLO!'
E       AssertionError: assert 'HELLO!' == 'hELLO!'
E         
E         - hELLO!
E         ? ^
E         + HELLO!
E         ? ^

test_solution.py:16: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: assert 'HELLO!' == 'hELLO!'
1 failed in 0.04s"
HumanEval/28,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,4029,1102,0,0,0.30000000000000004,320,1549.0,207.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/29,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,2830,1102,0,0,0.30000000000000004,320,1654.0,219.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/3,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,4169,1102,0,0,0.30000000000000004,320,1768.0,246.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/30,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,3673,1102,0,0,0.30000000000000004,320,1562.0,219.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/31,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,5218,1102,0,0,0.30000000000000004,320,1685.0,218.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/32,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,8890,1102,1202,0,0.30000000000000004,320,2110.0,312.0,"^^^^^^^^^^
test_solution.py:5: in <module>
    from solution import find_zero as candidate
E   ImportError: cannot import name 'find_zero' from 'solution' (/tmp/heval_find_zero_nlirlu0w/solution.py)
=========================== short test summary info ============================
ERROR test_solution.py
!!!!!!!!!!!!!!!!!!!! Interrupted: 1 error during collection !!!!!!!!!!!!!!!!!!!!
1 error in 0.11s"
HumanEval/33,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,7526,1102,1102,0,0.30000000000000004,320,1762.0,257.0,">       assert tuple(candidate([1, 2, 3])) == tuple(sort_third([1, 2, 3]))
                                                    ^^^^^^^^^^
E       NameError: name 'sort_third' is not defined

test_solution.py:12: NameError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - NameError: name 'sort_third' is not defined
1 failed in 0.04s"
HumanEval/34,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,3276,1102,0,0,0.30000000000000004,320,1485.0,207.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/35,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,3723,1102,0,0,0.30000000000000004,320,1527.0,207.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/36,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,5116,1102,0,0,0.30000000000000004,320,1548.0,211.0,".                                                                        [100%]
1 passed in 0.02s"
HumanEval/37,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,7744,1102,1102,0,0.30000000000000004,320,1677.0,242.0,", 2, -3, 3, 5, 0, 9, 1, 123])
E       assert (-10, 3, -3, 2, 1, 3, ...) == (-10, 3, -5, 2, -3, 3, ...)
E         
E         At index 2 diff: -3 != -5
E         Use -v to get more diff

test_solution.py:13: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - assert (-10, 3, -3, 2, 1, 3, ...) == (-10...
1 failed in 0.04s"
HumanEval/38,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,8264,1102,1102,0,0.30000000000000004,320,1903.0,267.0,"ce(letters) for i in range(randint(10, 20)))
>           encoded_str = encode_cyclic(str)
                          ^^^^^^^^^^^^^
E           NameError: name 'encode_cyclic' is not defined

test_solution.py:18: NameError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - NameError: name 'encode_cyclic' is not de...
1 failed in 0.04s"
HumanEval/39,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,4200,1102,1102,0,0.30000000000000004,320,1596.0,213.0,"_ _ _ _ _ _ _ _ 

candidate = <function prime_fib at 0x7b839f394a40>

    def check(candidate):
>       assert candidate(1) == 2
E       assert 0 == 2
E        +  where 0 = <function prime_fib at 0x7b839f394a40>(1)

test_solution.py:12: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - assert 0 == 2
1 failed in 0.04s"
HumanEval/4,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,4612,1304,1202,0,0.30000000000000004,320,1766.0,240.0,"odule>
    def mean_absolute_deviation(numbers: List[float]) -> float:
                                         ^^^^
E   NameError: name 'List' is not defined
=========================== short test summary info ============================
ERROR test_solution.py - NameError: name 'List' is not defined
!!!!!!!!!!!!!!!!!!!! Interrupted: 1 error during collection !!!!!!!!!!!!!!!!!!!!
1 error in 0.11s"
HumanEval/40,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,8906,1102,0,0,0.30000000000000004,320,1820.0,242.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/41,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,8956,1202,1102,0,0.30000000000000004,320,1989.0,286.0,"candidate = <function car_race_collision at 0x7aec748cca40>

    def check(candidate):
>       assert candidate(2) == 4
E       assert 0 == 4
E        +  where 0 = <function car_race_collision at 0x7aec748cca40>(2)

test_solution.py:12: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - assert 0 == 4
1 failed in 0.04s"
HumanEval/42,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,3473,1102,0,0,0.30000000000000004,320,1548.0,217.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/43,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,5269,1102,0,0,0.30000000000000004,320,1804.0,240.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/44,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,5145,1102,0,0,0.30000000000000004,320,1620.0,216.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/45,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,4966,1102,0,0,0.30000000000000004,320,1470.0,200.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/46,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,8948,1102,0,0,0.30000000000000004,320,1829.0,252.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/47,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,5431,1102,1102,0,0.30000000000000004,320,1519.0,208.0,"idate = <function median at 0x7e0f137c4a40>

    def check(candidate):
>       assert candidate([3, 1, 2, 4, 5]) == 3
E       assert 2 == 3
E        +  where 2 = <function median at 0x7e0f137c4a40>([3, 1, 2, 4, 5])

test_solution.py:12: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - assert 2 == 3
1 failed in 0.04s"
HumanEval/48,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,3440,1102,0,0,0.30000000000000004,320,1580.0,204.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/49,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,4829,1102,1102,0,0.30000000000000004,320,1566.0,213.0,"_ _ _ _ _ _ _ _ _ _ 

candidate = <function modp at 0x7a81387aca40>

    def check(candidate):
>       assert candidate(3, 5) == 3
E       assert 4 == 3
E        +  where 4 = <function modp at 0x7a81387aca40>(3, 5)

test_solution.py:12: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - assert 4 == 3
1 failed in 0.04s"
HumanEval/5,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,3694,1202,1202,0,0.30000000000000004,320,1623.0,220.0," in <module>
    def intersperse(numbers: List[int], delimeter: int) -> List[int]:
                             ^^^^
E   NameError: name 'List' is not defined
=========================== short test summary info ============================
ERROR test_solution.py - NameError: name 'List' is not defined
!!!!!!!!!!!!!!!!!!!! Interrupted: 1 error during collection !!!!!!!!!!!!!!!!!!!!
1 error in 0.11s"
HumanEval/50,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,5010,1102,1102,0,0.30000000000000004,320,1669.0,227.0,"hoice(letters) for i in range(randint(10, 20)))
>           encoded_str = encode_shift(str)
                          ^^^^^^^^^^^^
E           NameError: name 'encode_shift' is not defined

test_solution.py:19: NameError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - NameError: name 'encode_shift' is not def...
1 failed in 0.04s"
HumanEval/51,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,6307,1102,0,0,0.30000000000000004,320,1718.0,214.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/52,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,2773,1102,0,0,0.30000000000000004,320,1567.0,212.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/53,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,4048,1102,0,0,0.30000000000000004,320,1435.0,197.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/54,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,3475,1102,0,0,0.30000000000000004,320,1763.0,219.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/55,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,3937,1102,0,0,0.30000000000000004,320,1506.0,200.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/56,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,5134,1102,0,0,0.30000000000000004,320,1699.0,217.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/57,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,4598,1102,0,0,0.30000000000000004,320,1585.0,209.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/58,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,5325,1102,0,0,0.30000000000000004,320,1580.0,223.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/59,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,6719,1102,1102,0,0.30000000000000004,320,1559.0,211.0,"ate = <function largest_prime_factor at 0x78a5d9200900>

    def check(candidate):
>       assert candidate(15) == 5
E       assert 3 == 5
E        +  where 3 = <function largest_prime_factor at 0x78a5d9200900>(15)

test_solution.py:12: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - assert 3 == 5
1 failed in 0.04s"
HumanEval/6,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,6149,1102,0,0,0.30000000000000004,320,1772.0,241.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/60,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,3740,1102,0,0,0.30000000000000004,320,1576.0,209.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/61,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,8526,1102,0,0,0.30000000000000004,320,1668.0,213.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/62,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,2737,1102,1202,0,0.30000000000000004,320,1618.0,227.0," as candidate
solution.py:1: in <module>
    def derivative(xs: List[int]) -> List[int]:
                       ^^^^
E   NameError: name 'List' is not defined
=========================== short test summary info ============================
ERROR test_solution.py - NameError: name 'List' is not defined
!!!!!!!!!!!!!!!!!!!! Interrupted: 1 error during collection !!!!!!!!!!!!!!!!!!!!
1 error in 0.11s"
HumanEval/63,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,8941,1102,0,0,0.30000000000000004,320,1763.0,240.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/64,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,4643,1102,0,0,0.30000000000000004,320,1767.0,247.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/65,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,7802,1102,0,0,0.30000000000000004,320,1616.0,219.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/66,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,7282,1102,0,0,0.30000000000000004,320,1695.0,223.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/67,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,2247,1102,0,0,0.30000000000000004,320,2142.0,312.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/68,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,8947,1102,1102,0,0.30000000000000004,320,2518.0,361.0,"(good for debugging!)""
>       assert candidate([4,2,3]) == [2, 1], ""Error""
E       AssertionError: Error
E       assert None == [2, 1]
E        +  where None = <function pluck at 0x7ae322928a40>([4, 2, 3])

test_solution.py:10: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: Error
1 failed in 0.04s"
HumanEval/69,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,4055,1102,0,0,0.30000000000000004,320,1827.0,267.0,".                                                                        [100%]
1 passed in 0.02s"
HumanEval/7,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,3162,1102,0,0,0.30000000000000004,320,1672.0,218.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/70,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,5449,1102,1102,0,0.30000000000000004,320,1705.0,233.0," 3, 4]) == [1, 4, 2, 3]
E       assert [1, 1, 2, 3, 4] == [1, 4, 2, 3]
E         
E         At index 1 diff: 1 != 4
E         Left contains one more item: 4
E         Use -v to get more diff

test_solution.py:9: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - assert [1, 1, 2, 3, 4] == [1, 4, 2, 3]
1 failed in 0.04s"
HumanEval/71,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,5046,1102,0,0,0.30000000000000004,320,1755.0,248.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/72,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,8451,1102,0,0,0.30000000000000004,320,2065.0,297.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/73,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,7496,1102,0,0,0.30000000000000004,320,1792.0,250.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/74,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,8930,1102,0,0,0.30000000000000004,320,1945.0,268.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/75,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,7853,1102,1102,0,0.30000000000000004,320,1645.0,224.0,"  def check(candidate):
    
        assert candidate(5) == False
>       assert candidate(30) == True
E       assert False == True
E        +  where False = <function is_multiply_prime at 0x7b0b91990900>(30)

test_solution.py:9: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - assert False == True
1 failed in 0.04s"
HumanEval/76,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,5203,1102,0,0,0.30000000000000004,320,1762.0,244.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/77,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,6150,1102,1102,0,0.30000000000000004,320,1701.0,232.0,"ue, ""Third test error: "" + str(candidate(-1))
E       AssertionError: Third test error: False
E       assert False == True
E        +  where False = <function iscube at 0x7f551bc28a40>(-1)

test_solution.py:11: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: Third test error: False
1 failed in 0.04s"
HumanEval/78,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,8977,1102,1102,0,0.30000000000000004,320,2263.0,345.0," == 1, ""First test error: "" + str(candidate(""AB""))
E       AssertionError: First test error: None
E       assert None == 1
E        +  where None = <function hex_key at 0x786bff2f8a40>('AB')

test_solution.py:9: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: First test error: None
1 failed in 0.04s"
HumanEval/79,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,4961,1102,1102,0,0.30000000000000004,320,1896.0,263.0,"e):
    
        # Check some simple cases
>       assert candidate(0) == ""db0db""
E       AssertionError: assert '0db' == 'db0db'
E         
E         - db0db
E         ? --
E         + 0db

test_solution.py:9: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: assert '0db' == 'db0db'
1 failed in 0.04s"
HumanEval/8,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,1,1,0,0,none,4377,1102,0,0,0.30000000000000004,320,1708.0,242.0,".                                                                        [100%]
1 passed in 0.01s"
HumanEval/80,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,4891,1102,1102,0,0.30000000000000004,320,1729.0,238.0,"te(""abcd"") == True , ""abcd""
>       assert candidate(""aabb"") == False , ""aabb""
E       AssertionError: aabb
E       assert True == False
E        +  where True = <function is_happy at 0x7eeb5a948a40>('aabb')

test_solution.py:12: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: aabb
1 failed in 0.04s"
HumanEval/81,adw_gepn_gate_v1,Qwen/Qwen2.5-Coder-0.5B-Instruct,1,heavy,1.0,0,0,1,1,ecnn_adb,8878,1102,1102,0,0.30000000000000004,320,2371.0,307.0,"'C-', 'C', 'A-']
E       AssertionError: assert None == ['A+', 'B', 'C-', 'C', 'A-']
E        +  where None = <function numerical_letter_grade at 0x789e83040a40>([4.0, 3, 1.7, 2, 3.5])

test_solution.py:9: AssertionError
=========================== short test summary info ============================
FAILED test_solution.py::test_all - AssertionError: assert None == ['A+', 'B'...
1 failed in 0.04s"
